airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480,1.0,No Info,15407
Indigo,2019-03-21,Banglore,New Delhi,06:00:00,08:45:00,165,0.0,No Info,5734
Multiple Carriers,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,13377
Air India,2019-03-18,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5674
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:30:00,995,1.0,No Info,17261
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No Info,14939
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,20:45:00,1695,1.0,In-flight meal not included,9663
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,11:25:00,1280,1.0,In-flight meal not included,7832
Indigo,2019-05-27,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6674
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,14151
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5769
Indigo,2019-06-01,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,6015
Spicejet,2019-05-27,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3257
Vistara,2019-03-03,Banglore,New Delhi,19:40:00,22:20:00,160,0.0,No Info,11913
Indigo,2019-06-01,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6442
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,9526
Air India,2019-03-01,Delhi,Cochin,09:45:00,08:15:00,1350,1.0,No Info,22798
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,15129
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,10:25:00,1220,1.0,In-flight meal not included,7832
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No Info,11543
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,9663
Jet Airways,2019-06-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,No Info,12242
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,01:35:00,695,1.0,No Info,13542
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No Info,11213
Indigo,2019-03-15,Banglore,New Delhi,07:30:00,12:20:00,290,1.0,No Info,6114
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No Info,8907
Indigo,2019-03-15,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4148
Air India,2019-03-24,Kolkata,Banglore,09:10:00,07:55:00,1365,2.0,No Info,15187
Indigo,2019-04-15,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-05-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Multiple Carriers,2019-03-27,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,6637
Air India,2019-04-27,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Multiple Carriers,2019-05-15,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,6513
Multiple Carriers,2019-06-03,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,13797
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,11228
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,13044
Vistara,2019-05-21,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Multiple Carriers,2019-05-09,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,9424
Air India,2019-05-09,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No Info,6117
Indigo,2019-03-03,Chennai,Kolkata,14:40:00,17:05:00,145,0.0,No Info,7295
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,12384
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,12373
Indigo,2019-06-09,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,18371
Indigo,2019-06-06,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,12898
Air India,2019-04-15,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,5228
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,In-flight meal not included,9899
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No Info,12681
Air Asia,2019-05-15,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No Info,5162
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Vistara,2019-06-21,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Multiple Carriers,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,10197
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,7064
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,9794
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No Info,11467
Indigo,2019-05-18,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,4226
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Indigo,2019-04-12,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4990
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,No Info,13044
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,14571
Vistara,2019-03-09,Banglore,New Delhi,19:40:00,22:20:00,160,0.0,No Info,7450
Air India,2019-06-09,Kolkata,Banglore,16:50:00,13:45:00,1255,2.0,No Info,11752
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,8137
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1.0,No Info,13817
Air Asia,2019-04-27,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6451
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,12:00:00,1315,1.0,In-flight meal not included,9663
Air India,2019-05-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,10676
Multiple Carriers,2019-06-09,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14924
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,9663
Air India,2019-05-06,Kolkata,Banglore,10:00:00,10:00:00,1440,2.0,No Info,14298
Air India,2019-04-24,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6121
Indigo,2019-04-01,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,3342
Indigo,2019-06-27,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Indigo,2019-03-06,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,3175
Jet Airways,2019-06-06,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,10262
